,address,city,zip,beds,baths,sqft,year,saleprice,zestimate,rent,type,hoa,tax,apprec,url
88,5435 w marietta dr,laveen,85339,5.0,3.0,2462,2006.0,280000,"['""zestimate"":244514']","['""rentZestimate"":1495']",single family,"['HOA Fee"",""factValue"":""$57']","2018 $1,996 +5.8% $16,650 +12.3%","$252,999 (+3.5 %)",0
89,7640 s 31st pl,phoenix,85042,3.0,3.0,2481,2016.0,464900,"['""zestimate"":460631']","['""rentZestimate"":2200']",single family,"['HOA Fee"",""factValue"":""$150']","2018 $3,784 +7.3% $33,510 +18.8%","+$39,650 (+9.4 %)",0
90,"15 plan, villa carmel",phoenix,85032,,,,,49900,"['""zestimate"":219956']","['""rentZestimate"":1100']",monday - friday 9am to 3pmweekends by appointment only,[],,Unavailable,0
91,7206 s 42nd ln,phoenix,85041,3.0,2.0,1729,2003.0,212000,"['""zestimate"":216317']","['""rentZestimate"":1350']",single family,"['HOA Fee"",""factValue"":""$76']","2018 $1,463 +5.8% $13,920 +16%","$223,607 (+3.4 %)",0
92,1225 n 36th st unit 2053,phoenix,85008,2.0,2.0,1206,2006.0,196500,"['""zestimate"":195186']","['""rentZestimate"":1295']",townhouse,"['HOA Fee"",""factValue"":""$192']","2018 $1,253 +4% $13,860 +23.4%","$201,432 (+3.2 %)",0
93,8915 s 40th dr,laveen,85339,3.0,3.0,2611,2007.0,315000,"['""zestimate"":274739']","['""rentZestimate"":1525']",single family,"['HOA Fee"",""factValue"":""$84']","2018 $2,600 +5.8% $18,630 +14.2%","$280,041 (+1.9 %)",0
94,2150 e bell rd unit 1048,phoenix,85022,3.0,2.5,1439,2005.0,218000,"['""zestimate"":219256']","['""rentZestimate"":1350']",townhouse,"['HOA Fee"",""factValue"":""$106']","2018 $1,222 +4.3% $15,150 +14.9%","$226,360 (+3.2 %)",0
95,2758 w chanute pass,phoenix,85041,5.0,3.0,2616,2013.0,259900,"['""zestimate"":274250']","['""rentZestimate"":1500']",single family,"['HOA Fee"",""factValue"":""$47']","2018 $2,307 +7.3% $17,450 +18.5%","$283,766 (+3.5 %)",0
96,6320 w sophie ln,laveen,85339,3.0,2.0,1358,2007.0,207000,"['""zestimate"":201804']","['""rentZestimate"":1245']",single family,"['HOA Fee"",""factValue"":""$65']","2018 $1,288 +5.8% $11,550 +12.7%","$215,143 (+6.6 %)",0
97,6412 w whyman ave,phoenix,85043,4.0,2.5,2119,2001.0,190000,"['""zestimate"":236984']","['""rentZestimate"":1395']",single family,"['HOA Fee"",""factValue"":""$30']","2018 $1,276 +6.6% $16,800 +13.1%","$244,496 (+3.2 %)",0
98,2435 w jake hvn,phoenix,85085,3.0,2.5,1882,2004.0,279000,"['""zestimate"":270037']","['""rentZestimate"":1500']",single family,"['HOA Fee"",""factValue"":""$113']","2018 $2,050 +3.3% $18,170 +7.6%","$277,220 (+2.7 %)",0
99,3935 e rough rider rd unit 1075,phoenix,85050,3.0,3.0,1861,2006.0,330000,"['""zestimate"":330601']","['""rentZestimate"":1900']",townhouse,"['HOA Fee"",""factValue"":""$330']","2018 $2,577 +4.7% $24,750 -1.6%","$337,907 (+2.2 %)",0
100,3028 w chanute pass,phoenix,85041,5.0,3.0,2314,2005.0,237900,"['""zestimate"":251237']","['""rentZestimate"":1500']",single family,"['HOA Fee"",""factValue"":""$47']","2018 $2,110 +4.9% $18,660 +19.6%","$262,568 (+4.5 %)",0
101,4913 w kastler ln,new river,85087,4.0,2.5,2663,2007.0,405000,"['""zestimate"":393204']","['""rentZestimate"":2000']",single family,"['HOA Fee"",""factValue"":""$84']","2018 $2,817 +3.6% $27,900 +2.5%","$393,676 (+0.1 %)",0
102,6545 n 18th pl,phoenix,85016,3.0,4.0,1972,2005.0,399000,"['""zestimate"":378151']","['""rentZestimate"":2000']",townhouse,"['HOA Fee"",""factValue"":""$183']","2018 $2,652 +5.3% $27,620 +0.7%","$378,038 (-0.0 %)",0
103,5915 w straight arrow ln,phoenix,85083,4.0,2.5,2882,2002.0,469000,"['""zestimate"":434917']","['""rentZestimate"":2200']",single family,"['HOA Fee"",""factValue"":""$48']","2018 $3,135 +3.6% $33,030 +6.8%","$438,570 (+0.8 %)",0
104,2115 e fawn dr,phoenix,85042,4.0,2.0,2343,2000.0,350000,"['""zestimate"":333660']","['""rentZestimate"":1800']",single family,"['HOA Fee"",""factValue"":""$140']","2018 $3,523 +19.1% $24,310 +5.8%","$340,133 (+1.9 %)",0
105,3934 w paradise ln,phoenix,85053,5.0,2.5,3248,2012.0,499900,"['""zestimate"":487634']","['""rentZestimate"":2599']",single family,"['HOA Fee"",""factValue"":""$25']","2018 $4,386 +0.3% $36,050 +10.9%","+$2,171 (+0.4 %)",0
106,4929 s 5th ave,phoenix,85041,5.0,3.0,1929,2013.0,224990,"['""zestimate"":225969']","['""rentZestimate"":1435']",single family,"['HOA Fee"",""factValue"":""$43']","2018 $1,648 +4.9% $16,460 +5.4%","$232,093 (+2.7 %)",0
107,1626 e south mountain ave,phoenix,85042,4.0,2.0,1920,2000.0,289990,"['""zestimate"":282665']","['""rentZestimate"":1595']",single family,"['HOA Fee"",""factValue"":""$35']","2018 $2,208 +7.3% $21,200 +14.8%","$285,690 (+1.1 %)",0
108,1838 w pollack st,phoenix,85041,3.0,2.5,2298,2017.0,259999,"['""zestimate"":261376']",[],single family,"['HOA Fee"",""factValue"":""$115']","2018 $175 +5% $1,605 -23%","+$5,393 (+2.1 %)",0
109,3306 e maldonado dr,phoenix,85042,2.0,2.0,1439,2002.0,289900,"['""zestimate"":283965']","['""rentZestimate"":1585']",single family,"['HOA Fee"",""factValue"":""$95']","2018 $2,951 +19.1% $20,800 +5.3%","$290,127 (+2.2 %)",0
110,3907 s 101st dr,tolleson,85353,3.0,2.0,2213,2006.0,249900,"['""zestimate"":244313']","['""rentZestimate"":1425']",single family,"['HOA Fee"",""factValue"":""$64']","2018 $1,545 +6.3% $16,630 +10.8%","$252,962 (+3.5 %)",0
111,3113 e danbury rd unit 21,phoenix,85032,3.0,2.0,1353,2015.0,245000,"['""zestimate"":242141']","['""rentZestimate"":1450']",single family,"['HOA Fee"",""factValue"":""$140']","2018 $1,668 +4.3% $18,660 +13%","+$2,158 (+0.9 %)",0
112,3418 s 82nd ln,phoenix,85043,4.0,3.0,2348,2004.0,269000,"['""zestimate"":238751']","['""rentZestimate"":1450']",single family,"['HOA Fee"",""factValue"":""$67']","2018 $1,344 +6.6% $16,530 +11.8%","$246,558 (+3.3 %)",0
113,8123 w papago st,phoenix,85043,4.0,2.0,1834,2003.0,220000,"['""zestimate"":208522']","['""rentZestimate"":1250']",single family,"['HOA Fee"",""factValue"":""$40']","2018 $1,176 +6% $13,950 +12.3%","$216,008 (+3.6 %)",0
114,2250 e deer valley rd unit 2,phoenix,85024,2.0,2.0,1158,2005.0,212000,"['""zestimate"":213593']","['""rentZestimate"":1350']",townhouse,"['HOA Fee"",""factValue"":""$146']","2018 $936 +4.7% $14,130 +15.7%","$222,030 (+4.0 %)",0
115,7527 s 29th way,phoenix,85042,3.0,2.5,1439,2010.0,190000,"['""zestimate"":194575']","['""rentZestimate"":1350']",townhouse,"['HOA Fee"",""factValue"":""$235']","2018 $1,314 +7.3% $13,100 +10%","$205,919 (+5.8 %)",0
116,3150 e beardsley rd unit 1031,phoenix,85050,3.0,2.5,1361,2002.0,235000,"['""zestimate"":220001']","['""rentZestimate"":1390']",townhouse,"['HOA Fee"",""factValue"":""$210']","2018 $1,264 +4.3% $14,320 +11.6%","$228,119 (+3.7 %)",0
117,1225 n 36th st unit 2035,phoenix,85008,2.0,2.0,1206,2006.0,198900,"['""zestimate"":194267']","['""rentZestimate"":1295']",townhouse,"['HOA Fee"",""factValue"":""$200']","2018 $1,253 +4% $13,860 +23.4%","$200,250 (+3.1 %)",0
118,2241 e pinchot ave unit e13,phoenix,85016,3.0,2.5,1996,2005.0,298000,"['""zestimate"":309279']","['""rentZestimate"":1700']",townhouse,"['HOA Fee"",""factValue"":""$330']",,Unavailable,0
119,18777 n 43rd ave # 1,glendale,85308,3.0,3.0,1600,2019.0,264900,"['""zestimate"":233808']",[],single family,"['HOA Fee"",""factValue"":""$140']",,Unavailable,0
120,3914 e cat balue dr,phoenix,85050,3.0,2.5,2400,2007.0,439900,"['""zestimate"":435365']","['""rentZestimate"":2500']",townhouse,"['HOA Fee"",""factValue"":""$110']","2018 $3,984 +4.3% $32,620 -1.7%","$443,942 (+2.0 %)",0
121,2435 w fawn dr,phoenix,85041,4.0,2.0,1735,2007.0,249900,"['""zestimate"":250691']","['""rentZestimate"":1479']",single family,"['HOA Fee"",""factValue"":""$73']","2018 $2,388 +7.3% $18,960 +11.1%","$260,343 (+3.9 %)",0
122,2508 w straight arrow ln,phoenix,85085,4.0,2.5,2192,2001.0,300000,"['""zestimate"":300342']","['""rentZestimate"":1575']",single family,"['HOA Fee"",""factValue"":""$46']","2018 $1,757 +3.6% $21,180 +5.7%","$303,946 (+1.2 %)",0
123,5603 s 11th dr,phoenix,85041,4.0,2.0,1825,2003.0,164500,"['""zestimate"":220878']","['""rentZestimate"":1350']",single family,[],"2018 $1,203 +7.3% $14,380 +18.8%","$229,934 (+4.1 %)",0
124,5222 s 23rd way,phoenix,85040,3.0,3.0,2318,2007.0,275000,"['""zestimate"":283410']","['""rentZestimate"":1550']",single family,[],"2018 $2,590 +7.3% $20,730 +12.8%","$287,916 (+1.6 %)",0
125,2709 e anderson dr,phoenix,85032,3.0,2.0,1574,2002.0,304900,"['""zestimate"":288872']","['""rentZestimate"":1525']",single family,"['HOA Fee"",""factValue"":""$44']","2018 $1,449 +4.7% $17,750 +7.8%","$298,665 (+3.4 %)",0
126,1914 e siesta ln,phoenix,85024,3.0,2.0,1618,2002.0,300000,"['""zestimate"":298220']","['""rentZestimate"":1600']",single family,"['HOA Fee"",""factValue"":""$56']","2018 $2,001 +4.3% $20,170 +4.7%","$304,363 (+2.1 %)",0
127,1415 e gwen st,phoenix,85042,4.0,3.5,2664,2016.0,499000,"['""zestimate"":470270']","['""rentZestimate"":2300']",single family,"['HOA Fee"",""factValue"":""$125']","2018 $3,202 +7.3% $35,100 +45.2%","+$1,862 (+0.4 %)",0
128,3131 w casino ave,phoenix,85083,3.0,2.0,1524,2001.0,259000,"['""zestimate"":256503']","['""rentZestimate"":1495']",single family,"['HOA Fee"",""factValue"":""$50']","2018 $1,326 +3.6% $16,370 +9%","$264,121 (+3.0 %)",0
129,1738 w satinwood dr,phoenix,85045,4.0,2.0,1799,2014.0,339000,"['""zestimate"":334822']","['""rentZestimate"":1605']",single family,"['HOA Fee"",""factValue"":""$90']","2018 $2,509 +4.4% $25,210 +2.2%","+$7,922 (+2.4 %)",0
130,5836 w euclid ave,laveen,85339,4.0,3.0,2032,2012.0,259900,"['""zestimate"":251059']","['""rentZestimate"":1475']",single family,"['HOA Fee"",""factValue"":""$70']","2018 $2,120 +5.8% $16,600 +12%","$261,001 (+4.0 %)",0
131,6907 s 37th gln,phoenix,85041,5.0,3.0,2433,2004.0,239900,"['""zestimate"":241984']","['""rentZestimate"":1451']",single family,"['HOA Fee"",""factValue"":""$53']","2018 $2,042 +5.4% $16,410 +12.2%","$250,236 (+3.4 %)",0
132,8141 w hilton ave,phoenix,85043,4.0,3.0,2586,2001.0,264900,"['""zestimate"":259636']","['""rentZestimate"":1495']",single family,"['HOA Fee"",""factValue"":""$51']","2018 $1,278 +6.6% $16,400 +13.8%","$268,879 (+3.6 %)",0
133,34716 n 30th ave,phoenix,85086,3.0,2.0,1468,2004.0,210000,"['""zestimate"":218090']","['""rentZestimate"":1400']",townhouse,"['HOA Fee"",""factValue"":""$25']","2018 $1,088 +3.6% $14,660 +6.5%","$225,396 (+3.3 %)",0
134,5605 w tombstone trl,phoenix,85083,4.0,3.5,3638,2009.0,475000,"['""zestimate"":449237']","['""rentZestimate"":2300']",single family,"['HOA Fee"",""factValue"":""$73']","2018 $4,360 +3.4% $34,310 +5.1%","$450,270 (+0.2 %)",0
135,4372 e selena dr,phoenix,85050,3.0,3.0,1604,2007.0,310000,"['""zestimate"":307677']","['""rentZestimate"":1665']",single family,"['HOA Fee"",""factValue"":""$99']","2018 $1,601 +4.7% $20,200 +6.2%","$316,846 (+3.0 %)",0
136,10310 w monterosa ave,phoenix,85037,3.0,3.5,1534,2016.0,213000,"['""zestimate"":208712']","['""rentZestimate"":1325']",single family,"['HOA Fee"",""factValue"":""$75']","2018 $1,303 +7.3% $11,300 +7.4%","$213,992 (+2.5 %)",0
137,4227 w escuda dr,glendale,85308,4.0,3.0,2646,2002.0,350000,"['""zestimate"":351393']","['""rentZestimate"":1945']",single family,[],"2018 $2,198 +3.6% $25,920 +11.2%","$356,277 (+1.4 %)",0
138,10225 w camelback rd # 27,phoenix,85037,3.0,3.0,1650,2013.0,198500,"['""zestimate"":204483']","['""rentZestimate"":1395']",townhouse,"['HOA Fee"",""factValue"":""$200']",,"$214,196 (+4.8 %)",0
139,4630 w fremont rd,laveen,85339,4.0,3.0,2549,2006.0,249900,"['""zestimate"":246039']","['""rentZestimate"":1500']",single family,"['HOA Fee"",""factValue"":""$35']","2018 $2,145 +5.4% $16,870 +12%","$255,265 (+3.7 %)",0
140,34319 n 7th st,phoenix,85085,4.0,2.0,2422,2019.0,480000,"['""zestimate"":438886']","['""rentZestimate"":2485']",single family,[],,"+$27,691 (+6.7 %)",0
141,5440 w fetlock trl,phoenix,85083,4.0,2.0,1760,2010.0,339000,"['""zestimate"":328194']","['""rentZestimate"":1700']",single family,"['HOA Fee"",""factValue"":""$73']","2018 $2,023 +4.3% $23,620 +6.8%","$333,314 (+1.6 %)",0
142,7715 s 69th ln,laveen,85339,5.0,3.5,2708,2006.0,290000,"['""zestimate"":264605']","['""rentZestimate"":1500']",single family,"['HOA Fee"",""factValue"":""$50']",,-$389 (-0.1 %),0
143,"27501 N 23rd Dr,", Phoenix,['27501'],4 bd,2 ba,"2,313 sqft",2001.0,"$344,900","$342,890","$1,775/mo",Single Family,HOA fees$46/mo,"2018$2,060(+3.6%)$24,510(+4.3%)",(+2.2 %),0
144,"25050 N 47th Ln,", Phoenix,['25050'],6 bd,6.5 ba,"3,690 sqft",2011.0,"$479,900","$493,935","$2,450/mo",Single Family,HOA fees$95/mo,"2018$4,153(+3.9%)$37,430(+4.4%)",(+0.0 %),0
145,5410 s 10th ave,phoenix,85041,4.0,2.5,1926,2018.0,266900,"['""zestimate"":252864']","['""rentZestimate"":1500']",single family,[],,+$82 (+0.0 %),0
146,None,comparable homes$283,None,,,,,,"['""zestimate"":284164']",[],,"['HOA Fee"",""factValue"":""$58']",,,0
147,"15118 N 29th Pl,", Phoenix,['15118'],3 bd,2 ba,"1,676 sqft",2002.0,"$269,000","$284,164","$1,535/mo",Single Family,HOA fees$58/mo,"2018$1,256(+4.7%)$19,830(+7.2%)",(+2.2 %),0
148,"4317 E Windsong Dr,", Phoenix,[],3 bd,2.5 ba,"1,601 sqft",2000.0,"$300,000","$292,044","$1,600/mo",Single Family,HOA fees$35/mo,,(+1.3 %),0
149,"9217 W Lewis Ave,", Phoenix,[],3 bd,2 ba,"1,615 sqft",2005.0,"$219,900","$218,824","$1,315/mo",Single Family,HOA fees$46/mo,"2018$1,186(+12%)$14,280(+20.3%)",(+3.4 %),0
150,"4102 W Vineyard Rd,", Phoenix,[],4 bd,2 ba,"2,112 sqft",2002.0,"$244,900","$238,441","$1,395/mo",Single Family,HOA fees$76/mo,"2018$1,846(+5.4%)$15,820(+14.9%)",(+4.2 %),0
151,2655 e wood st,phoenix,85040,4.0,2.0,2000,2019.0,274999,"['""zestimate"":213788']",[],single family,[],"2018 $310 +4.9% $2,535 +29%",Unavailable,0
152,"18250 N Cave Creek Rd UNIT 149,", Phoenix,['18250'],2 bd,3 ba,"1,440 sqft",2005.0,"$175,000","$182,644","$1,295/mo",Condo,HOA fees$210/mo,"2018$1,042(+4.3%)$12,280(+13.6%)",(+5.0 %),0
153,"2214 E Wayland Dr,", Phoenix,[],4 bd,2.5 ba,"1,941 sqft",2007.0,"$260,000","$249,960","$1,450/mo",Single Family,HOA fees$134/mo,"2018$2,161(+7.3%)$17,720(+12%)",(+3.0 %),0
154,2354 w sierra vista dr,phoenix,85015,4.0,2.0,1836,2019.0,319900,"['""zestimate"":235824']",[],single family,"['HOA Fee"",""factValue"":""$75']",,Unavailable,0
155,"5121 W Fulton St,", Phoenix,[],2 bd,2 ba,"1,184 sqft",2005.0,"$167,000","$170,569","$1,199/mo",Single Family,HOA fees$82/mo,"2018$770(+7%)$9,760(+14.4%)",(+4.9 %),0
156,"1810 E Ellis St,", Phoenix,[],3 bd,2 ba,"1,523 sqft",2002.0,"$234,990","$232,555","$1,395/mo",Single Family,HOA fees$140/mo,"2018$1,749(+7.3%)$16,720(+10.1%)",(+3.6 %),0
157,"9426 W Raymond St,", Tolleson,[],6 bd,3 ba,"2,713 sqft",2006.0,"$275,000","$278,845","$1,500/mo",Single Family,HOA fees$54/mo,"2018$1,506(+8.5%)$19,430(+24.2%)",(+2.9 %),0
158,"4607 W Magdalena Ln,", Laveen,[],4 bd,2 ba,"1,931 sqft",2004.0,"$285,000","$258,144","$1,475/mo",Single Family,HOA fees$86/mo,"2018$1,910(+5.8%)$17,810(+14.1%)",(+4.2 %),0
159,"18416 N Cave Creek Rd APT 3039,", Phoenix,['18416'],2 bd,2 ba,948 sqft,2005.0,"$142,500","$140,237","$1,075/mo",Condo,HOA fees$225/mo,"2018$812(+4.3%)$8,810(+9.7%)",(+6.2 %),0
160,"8118 S 2nd Dr,", Phoenix,[],4 bd,2.5 ba,"1,870 sqft",2014.0,"$229,000","$231,508","$1,360/mo",Single Family,HOA fees$60/mo,"2018$1,847(+7.3%)$14,900(+6.7%)",(+1.3 %),0
161,"4014 W Saint Anne Ave,", Phoenix,[],5 bd,3 ba,"3,683 sqft",2004.0,"$320,000","$308,757","$1,650/mo",Single Family,HOA fees$75/mo,"2018$2,430(+5.8%)$21,160(+11%)",(+0.4 %),0
162,"25226 N 40th Ave,", Phoenix,['25226'],3 bd,2 ba,"1,567 sqft",2000.0,"$290,000","$286,199","$1,500/mo",Single Family,HOA fees$64/mo,"2018$1,693(+3.6%)$19,850(+11.1%)",(+2.0 %),0
163,None,None,None,,,,,,[],[],,[],,Unavailable,0
164,"9926 W Bloch Rd,", Tolleson,[],3 bd,2.5 ba,"2,129 sqft",2007.0,"$228,500","$232,823","$1,350/mo",Single Family,HOA fees$41/mo,"2018$1,544(+5.8%)$15,050(+11.5%)",(+2.9 %),0
165,"2648 N 73rd Gln,", Phoenix,[],3 bd,3 ba,"1,563 sqft",2015.0,"$210,000","$197,180","$1,350/mo",Single Family,HOA fees$109/mo,"2018$2,067(+4.9%)$13,510(+5.3%)",(+0.5 %),0
166,5520 s 10th ave,phoenix,85041,4.0,2.5,1926,2019.0,266900,"['""zestimate"":232216']",[],single family,[],,Unavailable,0
167,2407 e pueblo ave,phoenix,85040,4.0,2.0,2000,2019.0,274999,"['""zestimate"":228411']","['""rentZestimate"":1500']",single family,[],"2018 $293 +4.9% $2,385 +28.2%","-$4,936 (-2.1 %)",0
168,"monterey plan five plan, monterey ridge",phoenix,85054,,,,,424900,"['""zestimate"":426481']","['""rentZestimate"":2011']",daily 10 am - 5:30 pm and sunday 11:30 - 5:30,"['HOA Fee"",""factValue"":""$281']",,"+$3,568 (+0.8 %)",0
169,"34108 N 26th Ave,", Phoenix,['34108'],3 bd,2 ba,"1,589 sqft",2004.0,"$280,000","$277,265","$1,500/mo",Single Family,HOA fees$46/mo,"2018$1,784(+3.6%)$18,780(+7.6%)",(+1.4 %),0
170,7416 s 26th ln,phoenix,85041,4.0,3.0,3399,2005.0,350000,"['""zestimate"":326325']","['""rentZestimate"":1750']",single family,"['HOA Fee"",""factValue"":""$70']","2018 $2,521 +7.3% $21,450 +8.8%","$333,863 (+2.3 %)",0
171,,phoenix,85085,3.0,2.0,1504,2002.0,285000,"['""zestimate"":280017']","['""rentZestimate"":1499']",single family,"['HOA Fee"",""factValue"":""$46']","2018 $1,581 +3.6% $19,050 +5.7%","$286,681 (+2.4 %)",0
172,,laveen,85339,3.0,2.5,1275,2007.0,190000,"['""zestimate"":192239']","['""rentZestimate"":1225']",single family,"['HOA Fee"",""factValue"":""$62']","2018 $1,284 +5.4% $10,530 +10.6%","$204,004 (+6.1 %)",0
173,,laveen,85339,4.0,3.0,3105,2006.0,298000,"['""zestimate"":282127']","['""rentZestimate"":1550']",single family,"['HOA Fee"",""factValue"":""$57']","2018 $2,378 +5.8% $19,460 +11.4%","$286,895 (+1.7 %)",0
174,,tolleson,85353,4.0,2.0,1889,2007.0,224900,"['""zestimate"":226878']","['""rentZestimate"":1350']",single family,"['HOA Fee"",""factValue"":""$67']","2018 $1,380 +6.3% $14,980 +12.1%","$236,566 (+4.3 %)",0
175,,phoenix,85041,3.0,2.0,1493,2009.0,218500,"['""zestimate"":212350']","['""rentZestimate"":1325']",single family,"['HOA Fee"",""factValue"":""$55']","2018 $1,619 +17% $13,380 +14.1%","$219,634 (+3.4 %)",0
176,,phoenix,85027,,,,,164900,"['""zestimate"":317966']","['""rentZestimate"":1650']",sunday and monday by appointmenttuesday ? friday 10am ? 6pmsaturday 9am ? 6pm,[],,"-$21,537 (-6.3 %)",0
177,,phoenix,85086,3.0,2.0,1187,2004.0,205000,"['""zestimate"":205551']","['""rentZestimate"":1350']",townhouse,"['HOA Fee"",""factValue"":""$136']","2018 $1,126 +3.4% $13,210 +5.1%","$215,787 (+5.0 %)",0
178,,laveen,85339,3.0,3.0,2109,2015.0,270000,"['""zestimate"":308940']","['""rentZestimate"":1625']",single family,"['HOA Fee"",""factValue"":""$70']","2018 $2,977 +5.8% $22,500 +3.7%","+$2,089 (+0.7 %)",0
179,,phoenix,85042,4.0,2.0,2343,2001.0,328900,"['""zestimate"":311969']","['""rentZestimate"":1895']",single family,"['HOA Fee"",""factValue"":""$140']","2018 $3,130 +7.3% $23,860 +6.4%","$319,300 (+2.3 %)",0
180,,phoenix,85083,4.0,3.0,2595,2006.0,499000,"['""zestimate"":441467']","['""rentZestimate"":2395']",single family,"['HOA Fee"",""factValue"":""$73']","2018 $3,211 +3.6% $33,610 +4.8%","+$2,991 (+0.7 %)",0
181,,phoenix,85037,6.0,3.0,4040,2004.0,334900,"['""zestimate"":330132']","['""rentZestimate"":1700']",single family,"['HOA Fee"",""factValue"":""$55']","2018 $2,066 +12% $21,070 +13.8%","$333,896 (+1.1 %)",0
182,,phoenix,85085,3.0,3.0,1479,2015.0,250000,"['""zestimate"":247535']","['""rentZestimate"":1450']",condo,"['HOA Fee"",""factValue"":""$170']","2018 $1,236 +3.6% $15,750 +11.9%",+$76 (+0.0 %),0
183,,phoenix,85041,4.0,2.0,2484,2004.0,279900,"['""zestimate"":260128']","['""rentZestimate"":1500']",single family,"['HOA Fee"",""factValue"":""$66']","2018 $2,222 +4.9% $19,380 +13.3%","$264,212 (+1.6 %)",0
184,,laveen,85339,3.0,2.0,1266,2005.0,190000,"['""zestimate"":194933']","['""rentZestimate"":1250']",single family,"['HOA Fee"",""factValue"":""$66']","2018 $1,370 +5.8% $11,980 +3.9%","$201,814 (+3.5 %)",0
185,,phoenix,85083,3.0,2.0,2447,2003.0,365000,"['""zestimate"":360447']","['""rentZestimate"":1850']",single family,"['HOA Fee"",""factValue"":""$48']","2018 $2,334 +3.6% $26,430 +6.5%","$369,891 (+2.6 %)",0
186,,phoenix,85050,3.0,2.5,2273,2007.0,399500,"['""zestimate"":396911']","['""rentZestimate"":2500']",townhouse,"['HOA Fee"",""factValue"":""$31']","2018 $3,185 +4.6% $29,160 -4.4%","$399,888 (+0.8 %)",0
187,,laveen,85339,3.0,2.0,1595,2006.0,229900,"['""zestimate"":218312']","['""rentZestimate"":1322']",single family,"['HOA Fee"",""factValue"":""$63']","2018 $1,493 +5.8% $13,920 +14.9%","$226,608 (+3.8 %)",0
188,,glendale,85308,3.0,2.5,1540,2007.0,240000,"['""zestimate"":236384']","['""rentZestimate"":1395']",single family,"['HOA Fee"",""factValue"":""$93']","2018 $1,246 +3.4% $16,580 +14.7%","$242,175 (+2.4 %)",0
189,,phoenix,85331,,,,,349990,"['""zestimate"":398805']",[],m: 2:00 pm-6:00 pm; tu: 10:00 am-6:00 pm; w: 10:00 am-6:00 pm; th: 10:00 am-6:00 pm; f: 10:00 am-6:00 pm; sa: 10:00 am-6:00 pm; su: 10:00 am-6:00 pm;,[],,Unavailable,0
190,,phoenix,85083,3.0,3.0,2489,2000.0,473900,"['""zestimate"":508755']","['""rentZestimate"":2000']",single family,"['HOA Fee"",""factValue"":""$64']","2018 $2,905 +3.6% $30,930 +13.8%","+$109,701 (+27.5 %)",0
191,,phoenix,85085,3.0,2.0,2174,2006.0,349000,"['""zestimate"":353704']","['""rentZestimate"":1850']",single family,"['HOA Fee"",""factValue"":""$60']","2018 $2,297 +3.6% $25,970 +9.3%","$361,556 (+2.2 %)",0
192,,phoenix,85042,5.0,2.5,3079,2002.0,309900,"['""zestimate"":317195']","['""rentZestimate"":1895']",single family,"['HOA Fee"",""factValue"":""$100']","2018 $3,244 +7.3% $25,770 +2.9%","$320,272 (+1.0 %)",0
193,,phoenix,85028,3.0,2.5,2003,2019.0,367900,"['""zestimate"":392345']","['""rentZestimate"":1995']",single family,"['HOA Fee"",""factValue"":""$245']",,Unavailable,0
194,"2124 W Hunter Ct UNIT 239,", Phoenix,['85085'],3 bd,2 ba,"1,575 sqft",2007.0,"$289,000","$262,135","$1,500/mo",Townhouse,HOA fees$130/mo,"2018$1,839(+3.4%)$19,150(+4.2%)",(+3.0 %),0
195,"1911 N 78th Dr,", Phoenix,['85035'],2 bd,2.5 ba,"1,383 sqft",2007.0,"$178,900","$181,222","$1,250/mo",Single Family,HOA fees$137/mo,"2018$1,344(+14.5%)$12,750(+10.3%)",(+4.7 %),0
196,,laveen,85339,4.0,3.0,3066,2019.0,464990,"['""zestimate"":561475']",[],single family,"['HOA Fee"",""factValue"":""$88']","2018 $914 +5.4% $16,950 +12.8%",Unavailable,0
197,,laveen,85339,3.0,2.0,1358,2007.0,195000,"['""zestimate"":201620']","['""rentZestimate"":1239']",single family,"['HOA Fee"",""factValue"":""$62']","2018 $1,426 +5.4% $11,570 +12.9%","$214,241 (+6.3 %)",0
198,"3122 W Eagle Claw Dr,", Phoenix,['85086'],3 bd,2 ba,"2,482 sqft",2002.0,"$359,900","$352,087","$1,895/mo",Single Family,HOA fees$51/mo,"2018$2,829(+3.4%)$24,570(+4.7%)",(+1.2 %),0
199,,phoenix,85041,3.0,2.5,2396,2019.0,350800,"['""zestimate"":274482']",[],single family,"['HOA Fee"",""factValue"":""$119']",,Unavailable,0
200,,phoenix,85006,3.0,2.0,1444,2007.0,345000,"['""zestimate"":337264']","['""rentZestimate"":1992']",townhouse,"['HOA Fee"",""factValue"":""$230']","2018 $3,146 +3.7% $26,760 +8%","$344,886 (+2.3 %)",0
201,"2404 W Roeser Rd,", Phoenix,['85041'],4 bd,2 ba,"1,900 sqft",2005.0,"$209,950",,,Single Family,,,,0
202,"8433 S 20th St,", Phoenix,['85042'],3 bd,2 ba,"1,210 sqft",2001.0,"$234,990","$205,688","$1,350/mo",Single Family,HOA fees$65/mo,"2018$1,486(+7.3%)$14,420(+10.8%)",(+4.0 %),0
203,"4313 W Summerside Rd,", Laveen,['85339'],5 bd,3 ba,"3,085 sqft",2005.0,"$325,000",,,Single Family,,,,0
204,"2221 E Union Hills Dr UNIT 146,", Phoenix,['85024'],2 bd,2 ba,970 sqft,2000.0,"$218,000","$208,899","$1,250/mo",Townhouse,HOA fees$72/mo,"2018$1,008(+4.7%)$12,900(+18%)",(+3.8 %),0
